datestr,cases,deaths,device_count,full_time_work_behavior_devices,part_time_work_behavior_devices,completely_home_device_count,delivery_behavior_devices,candidate_device_count,sheltering_in_place_percent,total_pop,total_spend,num_cards,county,county_name,state_abbr,county Geometry longitude,county Geometry latitude
2020-05-03T00:00:00.000Z,40,1,515,9,25,186,25,1107,0.3611650485436893,8558,3655.432098388672,94.37943267822266,13197,Marion,GA,-84.5287354,32.3593118
2020-05-03T00:00:00.000Z,54,0,1382,24,52,401,34,2706,0.2901591895803184,21152,10156.191505432129,322.4954357147217,13199,Meriwether,GA,-84.6670579,33.0292666
2020-05-03T00:00:00.000Z,33,0,553,10,19,162,9,1192,0.29294755877034356,5884,3733.3995361328125,65.59557723999023,13201,Miller,GA,-84.7303983,31.1629309
2020-05-03T00:00:00.000Z,319,31,1523,22,61,456,29,3160,0.2994090610636901,22574,11317.626205444336,351.18783378601074,13205,Mitchell,GA,-84.192038,31.228997
2020-05-03T00:00:00.000Z,24,3,2208,20,94,656,29,4375,0.2971014492753623,26795,10937.662994384766,299.67495822906494,13207,Monroe,GA,-83.9229376,33.0174352
2020-05-03T00:00:00.000Z,2,0,614,7,27,145,13,1170,0.23615635179153094,8962,3410.5286865234375,95.09983158111572,13209,Montgomery,GA,-82.5333487,32.1721081
2020-05-03T00:00:00.000Z,28,0,1640,13,52,431,12,3054,0.2628048780487805,18013,9164.414367675781,272.764102935791,13211,Morgan,GA,-83.4994346,33.5986956
2020-05-03T00:00:00.000Z,33,1,2729,43,103,761,97,5728,0.27885672407475265,39444,9822.3037109375,305.14987564086914,13213,Murray,GA,-84.7379899,34.7970974
2020-05-03T00:00:00.000Z,329,7,12276,176,410,4611,277,28489,0.37561094819159335,198647,135307.26766967773,4661.4994378089905,13215,Muscogee,GA,-84.874946,32.510197
2020-05-03T00:00:00.000Z,208,7,7573,68,260,2809,154,15449,0.3709230159778159,105042,60695.299896240234,1961.694221496582,13217,Newton,GA,-83.8551837,33.5440407
2020-05-03T00:00:00.000Z,65,0,3431,21,99,1185,47,5798,0.3453803555814631,35972,5717.04280090332,212.3609185218811,13219,Oconee,GA,-83.4377284,33.8341247
2020-05-03T00:00:00.000Z,50,3,1045,13,32,306,25,1998,0.29282296650717704,14654,3826.6744537353516,144.8254337310791,13221,Oglethorpe,GA,-83.0740805,33.8668062
2020-05-03T00:00:00.000Z,195,8,14031,136,536,4993,317,26554,0.3558548927375098,152399,58815.70736694336,1719.687424659729,13223,Paulding,GA,-84.8671693,33.9210299
2020-05-03T00:00:00.000Z,55,2,1734,15,64,565,30,4191,0.32583621683967706,27027,12130.1962890625,383.4476127624512,13225,Peach,GA,-83.8319779,32.5713241
2020-05-03T00:00:00.000Z,29,2,2637,24,115,828,57,5355,0.31399317406143346,30343,3906.751823425293,168.1231243610382,13227,Pickens,GA,-84.4903508,34.4567464
